ID,SOCIAL_dprime,MONETARY_dprime,SOCIAL_dprime_mine,MONETARY_dprime_mine,SOCIAL_bias_c,MONETARY_bias_c,SOCIAL_TrueMem,SOCIAL_FalseMem,SOCIAL_TotalTrials,MONETARY_TrueMem,MONETARY_FalseMem,MONETARY_TotalTrials
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
test1,0.058326735272993,-0.182554987668341,-0.06117541103855111,-0.5645153702737808,0.030587705519275556,0.15967684124808784,19.0,20.0,80.0,13.0,22.0,80.0
